LemonEntry,partOfSpeech,writtenFormInfinitive,writtenFormThridPerson,writtenFormPast,writtenFormPerfect,preposition,SyntacticFrame,subject,prepositionalAdjunct,sense,reference,domain,range
ruhen,verb,ruhen,ruht,ruhte,geruht,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/BodyOfWater
heiraten,verb,heiraten,heiratet,heiratete,geheiratet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
heiraten,verb,heiraten,heiratet,heiratete,geheiratet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
scheitern,verb,scheitern,scheitert,scheiterte,gescheitert,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
lernen,verb,lernen,lernt,lernte,gelernt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
liegen,verb,liegen,liegt,lag,gelegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeStart,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Road
fließen,verb,fließen,fließt,floss,geflossen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
fließen,verb,fließen,fließt,floss,geflossen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
wohnen,verb,wohnen,wohnt,wohnte,gewohnt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
entstehen,verb,entstehen,entsteht,entstand,entstanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
grenzen,verb,grenzen,grenzt,grenzte,gegrenzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Location
grenzen,verb,grenzen,grenzt,grenzte,gegrenzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeStart,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Road
grenzen,verb,grenzen,grenzt,grenzte,gegrenzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
grenzen,verb,grenzen,grenzt,grenzte,gegrenzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
weisen,verb,weisen,weist,wies,gewiesen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
weisen,verb,weisen,weist,wies,gewiesen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
weisen,verb,weisen,weist,wies,gewiesen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
unterstellen,verb,unterstellen,unterstellt,unterstellte,unterstellt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
weisen,verb,weisen,weist,wies,gewiesen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
liegen,verb,liegen,liegt,lag,gelegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
grenzen,verb,grenzen,grenzt,grenzte,gegrenzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/Currency
liegen,verb,liegen,liegt,lag,gelegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/Currency
stehen,verb,stehen,steht,stand,gestanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
entstehen,verb,entstehen,entsteht,entstand,entstanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/Currency
unterstehen,verb,unterstehen,untersteht,unterstand,untergestanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
leben,verb,leben,lebt,lebte,gelebt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/Currency
treten,verb,treten,tritt,trat,getreten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
weisen,verb,weisen,weist,wies,gewiesen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/Currency
weisen,verb,weisen,weist,wies,gewiesen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
gelten,verb,gelten,gilt,galt,gegolten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/Currency
gelten,verb,gelten,gilt,galt,gegolten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
sehen,verb,sehen,sieht,sah,gesehen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
stehen,verb,stehen,steht,stand,gestanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/Currency
stürzen,verb,stürzen,stürzt,stürzte,gestürzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
stürzen,verb,stürzen,stürzt,stürzte,gestürzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
entscheiden,verb,entscheiden,entscheidet,entschied,entschieden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
entscheiden,verb,entscheiden,entscheidet,entschied,entschieden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
stürzen,verb,stürzen,stürzt,stürzte,gestürzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
wiederholen,verb,wiederholen,wiederholt,wiederholte,wiederholt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
unterstellen,verb,unterstellen,unterstellt,unterstellte,unterstellt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
obliegen,verb,obliegen,obliegt,oblag,oblegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
starten,verb,starten,startet,startete,gestartet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
laufen,verb,laufen,läuft,lief,gelaufen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
heiraten,verb,heiraten,heiratet,heiratete,geheiratet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
heiraten,verb,heiraten,heiratet,heiratete,geheiratet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
trainieren,verb,trainieren,trainiert,trainierte,trainiert,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
trainieren,verb,trainieren,trainiert,trainierte,trainiert,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
antreten,verb,antreten,antritt,antrat,angetreten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
stehen,verb,stehen,steht,stand,gestanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
reichen,verb,reichen,reicht,reichte,gereicht,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
reichen,verb,reichen,reicht,reichte,gereicht,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
kommen,verb,kommen,kommt,kam,gekommen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
wiederholen,verb,wiederholen,wiederholt,wiederholte,wiederholt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
feiern,verb,feiern,feiert,feierte,gefeiert,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
entstehen,verb,entstehen,entsteht,entstand,entstanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
entstehen,verb,entstehen,entsteht,entstand,entstanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
spielen,verb,spielen,spielt,spielte,gespielt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
laufen,verb,laufen,läuft,lief,gelaufen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
sehen,verb,sehen,sieht,sah,gesehen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
sehen,verb,sehen,sieht,sah,gesehen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
laufen,verb,laufen,läuft,lief,gelaufen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
starten,verb,starten,startet,startete,gestartet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
liegen,verb,liegen,liegt,lag,gelegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
gelten,verb,gelten,gilt,galt,gegolten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
feiern,verb,feiern,feiert,feierte,gefeiert,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
versuchen,verb,versuchen,versucht,versuchte,versucht,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
versuchen,verb,versuchen,versucht,versuchte,versucht,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
versuchen,verb,versuchen,versucht,versuchte,versucht,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
beginnen,verb,beginnen,beginnt,begann,begonnen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
lieben,verb,lieben,liebt,liebte,geliebt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
ziehen,verb,ziehen,zieht,zog,gezogen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
gewinnen,verb,gewinnen,gewinnt,gewann,gewonnen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
ziehen,verb,ziehen,zieht,zog,gezogen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
leben,verb,leben,lebt,lebte,gelebt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
treten,verb,treten,tritt,trat,getreten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
kommen,verb,kommen,kommt,kam,gekommen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
ziehen,verb,ziehen,zieht,zog,gezogen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
sterben,verb,sterben,stirbt,starb,gestorben,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
kommen,verb,kommen,kommt,kam,gekommen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
sterben,verb,sterben,stirbt,starb,gestorben,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
weisen,verb,weisen,weist,wies,gewiesen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
wissen,verb,wissen,weiß,wusste,gewusst,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
fallen,verb,fallen,fällt,fiel,gefallen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
lieben,verb,lieben,liebt,liebte,geliebt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
kommen,verb,kommen,kommt,kam,gekommen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
lieben,verb,lieben,liebt,liebte,geliebt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
stehen,verb,stehen,steht,stand,gestanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
gewinnen,verb,gewinnen,gewinnt,gewann,gewonnen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
lernen,verb,lernen,lernt,lernte,gelernt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
arbeiten,verb,arbeiten,arbeitet,arbeitete,gearbeitet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
fallen,verb,fallen,fällt,fiel,gefallen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
werben,verb,werben,wirbt,warb,geworben,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
reisen,verb,reisen,,,,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
gelingen,verb,gelingen,gelingt,gelang,gelungen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
raten,verb,raten,rät,riet,geraten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
wählen,verb,wählen,wählt,wählte,gewählt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
lehren,verb,lehren,lehrt,lehrte,gelehrt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
lehren,verb,lehren,lehrt,lehrte,gelehrt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
lehren,verb,lehren,lehrt,lehrte,gelehrt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
verdienen,verb,verdienen,verdient,verdiente,verdient,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
verdienen,verb,verdienen,verdient,verdiente,verdient,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
liegen,verb,liegen,liegt,lag,gelegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
verdienen,verb,verdienen,verdient,verdiente,verdient,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
feiern,verb,feiern,feiert,feierte,gefeiert,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
feiern,verb,feiern,feiert,feierte,gefeiert,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
ragen,verb,ragen,ragt,ragte,geragt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
laufen,verb,laufen,läuft,lief,gelaufen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
schließen,verb,schließen,schließt,schloss,geschlossen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
steigen,verb,steigen,steigt,stieg,gestiegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
entscheiden,verb,entscheiden,entscheidet,entschied,entschieden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
wohnen,verb,wohnen,wohnt,wohnte,gewohnt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
kommen,verb,kommen,kommt,kam,gekommen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
ruhen,verb,ruhen,ruht,ruhte,geruht,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
reichen,verb,reichen,reicht,reichte,gereicht,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
eröffnen,verb,eröffnen,eröffnet,eröffnete,eröffnet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
unterstellen,verb,unterstellen,unterstellt,unterstellte,unterstellt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
sinken,verb,sinken,sinkt,sank,gesunken,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
gewinnen,verb,gewinnen,gewinnt,gewann,gewonnen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
verkehren,verb,verkehren,verkehrt,verkehrte,verkehrt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
rühren,verb,rühren,rührt,rührte,gerührt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
fallen,verb,fallen,fällt,fiel,gefallen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
anlaufen,verb,anlaufen,anläuft,anlief,angelaufen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
ziehen,verb,ziehen,zieht,zog,gezogen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Country,xsd:double
entspringen,verb,entspringen,entspringt,entsprang,entsprungen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
schwanken,verb,schwanken,schwankt,schwankte,geschwankt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
reichen,verb,reichen,reicht,reichte,gereicht,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
ragen,verb,ragen,ragt,ragte,geragt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
fallen,verb,fallen,fällt,fiel,gefallen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
ziehen,verb,ziehen,zieht,zog,gezogen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
gefrieren,verb,gefrieren,gefriert,gefror,gefroren,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
kommen,verb,kommen,kommt,kam,gekommen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
starten,verb,starten,startet,startete,gestartet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
verschwinden,verb,verschwinden,verschwindet,verschwand,verschwunden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
sorgen,verb,sorgen,sorgt,sorgte,gesorgt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
sinken,verb,sinken,sinkt,sank,gesunken,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
gewinnen,verb,gewinnen,gewinnt,gewann,gewonnen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
unterstellen,verb,unterstellen,unterstellt,unterstellte,unterstellt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
unterstehen,verb,unterstehen,untersteht,unterstand,untergestanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
gehen,verb,gehen,geht,ging,gegangen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
gelingen,verb,gelingen,gelingt,gelang,gelungen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
senden,verb,senden,sendet,sandte,gesandt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
sterben,verb,sterben,stirbt,starb,gestorben,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
entscheiden,verb,entscheiden,entscheidet,entschied,entschieden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
